Project Name,Organization,Station Name,Station #,Station Status,Water Body Id,Water Code,River,Description,Station Type,Aquatic Model Index,RW Watershed,Quadi,Township,Range,Section,Quarter Section,Grid,StationQuad,Wqcc Watershed,HydroUnit,Eco Region,Elevation,Watershed Report,Longitude,Latitude,WS Report,WS Report Data,Utmx,Utmy,County,State,Near City,Region,USGS/DWR Gauge,Gauge Id,State Engineering,Comments
,Casey MS (139),@124th Ave (Henderson),492,NonActive,COSPUS15,SOUTH PLATTE R # 8 - BEAR CR to HENDERSON,S Platte,,Sandy Substrate,SP0631,SP,,1S,67W,S Platte,SENE,H7,Brighton,Upper South Platte,10190003,W High Plains Flat to Rolling Cropland,4740,Middle S Platte (blw Denver to Fort Lupton),-104.8677254,39.92052766,,,511304,4418945,Adams,Colorado,Brighton,13N,Yes,,No,"2015 - Dup station data from stations 210 and 211 was added.
Aq. Index > 200m"
AnimasNUT,CPW (0),James Pond,493,NonActive,COSJAF05A,"TROUT MEADOWS POND - James Ranch, E of Hermosa",Animas,,Chemical,,SJ,,36N,9W,Animas,NESW,D7,Hermosa,"Animas, Florida",14080104,S Rockies Low to Middle Elevation Semi-Desert Shru,6630,Animas,-107.8195,37.4176,,,250488,4144933,La Plata,Colorado,Durango,13N,No,,No,"got from being in h20.  3/20/14 - BS moved fr 4144840/250511 to put on pond, and moved fr WBID COSJAF04B.
Aq. Index NULL"
RiverWatch,Alexander Dawson Sch (189),Oxbow,494,NonActive,COSPBO09,BOULDER CREEK #1A - ST VRAIN CR to 55TH ST,Boulder Cr,"From the town of Lafayette, travel north 4 mi. on Hwy. 287 to bridge crossing Boulder Cr.    Site is 100 yds. west of bridge.",Sandy Substrate,SP0938,SP,I-33,1N,69W,Boulder Cr,,A1,Erie,Boulder Creek,10190005,W High Plains Flat to Rolling Cropland,5010,Boulder and Saint Vrain Tribs,-105.1027247,40.05899343,,,491239,4434310,Boulder,Colorado,Erie,13N,No,,No,
RiverWatch,Centennial HS Pueblo (193),Hwy 50 Bypass,495,NonActive,COARFO02B,FOUNTAIN CREEK #2 - HWY 50 BRIDGE to FOUNTAIN,Fountain Cr,"On I-25 in the city of Pueblo, take Exit 100A (Hwy 50 Bypass).  Drive east to Bonforte Blvd, turn north and continue to Hunter Dr, follow to end of road.  Turn left and follow Chinook Ln to Hwy 50, park on right.  Station is 150 yds upstream.",Sandy Substrate,AR0562,AK,W-37,20S,64W,Fountain Cr,,C5,Northeast Pueblo,Fountain Creek,11020003,SW Tablelands Grasslands,4695,Fountain Cr,-104.6020383,38.28790181,,,534803,4237834,Pueblo,Colorado,Pueblo,13N,Yes,,No,
RiverWatch,Centennial HS Pueblo (193),Overton Rd,496,NonActive,COARFO02A,FOUNTAIN CREEK #2 - HWY 50 BRIDGE to FOUNTAIN,Fountain Cr,"From city of Pueblo, take I-25 north to intersection with state Hwy 47; take Hwy 47 east to Jerry Murphy Rd (which becomes Overton Rd).  Turn left and follow 3.5 mi to 2557 Overton Rd.  ***Must get permission from landowner - Jim or Barb Halverson***  Walk 1/4 mi west to Fountain Cr, and follow upstream about 50-100yds.",Sandy Substrate,AR0563,AK,W-37,19S,65W,Fountain Cr,NENW,C5,Northeast Pueblo,Fountain Creek,11020003,SW Tablelands Grasslands,4820,Fountain Cr,-104.6164758,38.35823726,,,533508,4245633,Pueblo,Colorado,Pueblo,13N,No,,No,6/7/16 - BS moved fr WBID COARFO02B.
RiverWatch,Estes Park HS (196),Fish Cr,497,NonActive,COSPBT02,FISH CREEK - S side of LAKE ESTES,Fish Cr,"From junction of US Hwys 34 & 36 in the town of Estes Park, travel 1.35 mi east on 36 to Fish Creek Rd (county Rd 63).  Turn right and continue 0.35 mi to pullout on the right.  Station is at log bridge (there's also a gaging station at this pullout).",Chemical,,SP,G-30,5N,72W,Fish Cr,,C4,Panorama Peak,Big Thompson,10190006,S Rockies High Elevation Tundra,7480,Big Thompson,-105.4939882,40.36887369,,,458061,4468817,Larimer,Colorado,Estes Park,13N,Yes,,No,Aq. Index NULL
RiverWatch,Grand Valley CA - West Divide Watershed Group (417),West Divide,498,NonActive,COLCLC07B,"DIVIDE CREEK, WEST - DIVIDE CR, SW of New Castle",W Divide Cr,,"Biological, Chemical",,CO,,7S,92W,W Divide Cr,NWNW,D5,Gibson Gulch,Lower Colorado,14010005,S Rockies Low to Middle Elevation Semi-Desert Shru,5920,Lower Colorado (Palisade to state line),-107.6205,39.4667,,,274570,4371844,Garfield,Colorado,Silt,13N,No,,No,4/6/15 - BS completed meta-data using Station Info 2012-2013.
RiverWatch,Ponderosa HS (204),Parker Station,499,NonActive,COSPCH01,CHERRY CREEK #2 - CHERRY CRK RES to E & W CHERRY,Cherry Cr,"From intersection of state hwy 83 & Main St in town of Parker, travel 2.8 mi south on 83 to Stroh Rd.  Turn right and continue 0.6 mi to bridge over Cherry Creek; station is on north side of bridge.",Sandy Substrate,SP1124,SP,N-35,6S,66W,Cherry Cr,,D7,Castle Rock North,Cherry Creek,10190003,W High Plains Flat to Rolling Cropland,5900,"S Platte Tribs not in list,N Platte Main and Tribs",-104.7687359,39.47847342,,,519890,4369901,Douglas,Colorado,Aurora,13N,No,,No,
RiverWatch,Dan Kowal (74),Eldorado Canyon,500,NonActive,COSPBO04B,"BOULDER CREEK, S #1 - BOULDER CR to GROSS RES, VALMT",S Boulder Cr,"From hwy 93 (golden-Boulder Rd), take Eldorado Springs Drive West (at Intersection of 93, Marshall Rd, Eldo Spgs Dr) to small town of Eldorado Springs - Proceed to entrance of Eldorado Springs State Park and park in small lot on right - A water diversion structure is visible - sampling point is just beyond.",Chemical,SP1178,SP,,,,S Boulder Cr,,H3,Virginia Dale,Boulder Creek,10190005,W High Plains Flat to Rolling Cropland,6017,Boulder and Saint Vrain Tribs,-105.2893,39.9297,,,475279,4419998,Boulder,Colorado,Boulder,13N,No,,Yes,7/8/14 - BS moved fr 475276/4419974 to put on H2O.
RiverWatch,Telluride HS (52),Abv Bear Cr Conf,501,NonActive,COGUSM03B,SAN MIGUEL R #5 - BEAR CR to INGRAM/BRIDAL VEIL,San Miguel,"Travel on E Colorado Ave in Telluride E to end of town, last street Columbine, walk south to river and sample","Biological, Physical",,DO,,42N,8W,San Miguel,NWNW,H7,Telluride,San Miguel,14030003,S Rockies Cool and Moist Forests of the Middle to,8773,San Miguel Dolores Tribs,-107.803,37.9348,,,253660,4202287,San Miguel,Colorado,Telluride,13N,No,,No,2/16/15 - BS moved fr 253661/4202277 to put on water; completed metadata.
Clear Cr,Everitt MS (197),Clear Cr,502,NonActive,COSPCL15,CLEAR CREEK #4A - S PLATTE R to GOLDEN,Clear Cr,"From junction of I-70 & state hwy 391 (Kipling St) in city of Wheat Ridge, travel south on Kipling to 38th Ave.  Turn left and continue 0.2 mi to Independence St.  Turn left again and proceed to end of road; station is at bridge near Prospect Park.",Chemical,SP1125,SP,K-33,3S,69W,Clear Cr,,G1,Arvada,Clear Creek,10190004,W High Plains Flat to Rolling Cropland,5345,Clear Cr,-105.1056165,39.77434011,,,490955,4402717,Jefferson,Colorado,Wheatridge,13N,No,,No,
RiverWatch,Ouray HS (201),Town Pk,503,NonActive,COGUUN03B,UNCOMPAHGRE R #4 - HWY 62 BRIDGE to RED MTN CR,Uncompahgre,"From intersection of US Hwy 550 and 9th Ave in town of Ouray, travel 2 blks north on 550 before turning left into Ouray Hot Springs pool parking lot.  Station is at footbridge on west end of parking lot.",Chemical,,GU,Y-12,44N,7W,Uncompahgre,NWNE,A6,Ouray,Uncompahgre,14020006,S Rockies Cool and Moist Forests of the Middle to,7680,Uncompahgre,-107.6733274,38.02814131,,,265358,4212311,Ouray,Colorado,Ouray,13N,No,,No,"3/18/16 - BS moved fr WBID COGUUN02.
Aq. Index NULL"
RiverWatch,Hayden HS (5),Carpenter Ranch,504,NonActive,COUCYA02B,YAMPA RIVER #3 - ELKHEAD CR to ELK R,Yampa,"Head W on HWY 40 from Stbt Spgs, go abt. 20 mi to Carpenter Ranch, turn R to Ranch drive, go over RR to barnyard, on through to tractor rd head into field, go L where tractor road Fks and head to Hayshed,  park there, if not, park in barnyard and walk, go to river, cross over a beaver dam that blocks the slough towards main river and cobble bar, site is on cobble 10 meters b4 river forks downstream","Biological, Chemical, Physical",YP0886,GR,,6N,87W,Yampa,SWNE,E2,Hooker Mountain,Yampa,14050001,S Rockies Low to Middle Elevation Semi-Desert Shru,6393,Yampa and White,-107.1717,40.5038,,,315987,4485937,Routt,Colorado,Hayden,13N,No,,No,lat long provided in deg sec.  1/23/15 - BS chg'd from -107.101876/40.301342 to match UTM-x/y.  1/29/15 - BS completed metadata.
RiverWatch,Galileo School of Math and Science (435),Patty Jewett GC,505,NonActive,COARFO04E,FOUNTAIN CREEK #3 - TWN OF FOUNTAIN to MONUMENT CR,Shooks Run,"N of sch, 1600 N Union Blv, walk beyond bball courts, dome, into golf course and and sample. Creek is part of Patty Jewett Res and Shook Run hdwater, trib to Fountain Cr","Biological, Chemical, Physical",,AK,,14S,66W,Shooks Run,SESE,G7,Colorado Springs,Fountain Creek,11020003,SW Tablelands Grasslands,6123,Fountain Cr,-104.795903,38.858083,,,517701,4301047,El Paso,Colorado,Colorado Springs,13N,No,,No,2/17/16 - BS completed metadata.  6/7/16 - BS moved fr WBID COARFO01A.
RiverWatch,Mesa Ridge HS (200),Willow Spgs Rd,506,NonActive,COARFO02A,FOUNTAIN CREEK #3 - TWN OF FOUNTAIN to MONUMENT CR,Fountain Cr,Station is located at state hwy 16 bridge over Fountain Creek next to I-25 Exit 132.,Sandy Substrate,AR0189,AK,T-36,15S,66W,Fountain Cr,,F6,Fountain,Fountain Creek,11020003,SW Tablelands Grasslands,5640,Fountain Cr,-104.7305497,38.72573255,,,523422,4286376,El Paso,Colorado,Colorado Spgs,13N,No,,No,
RiverWatch,West Grand HS (113),CR39,507,Active,COUCUC03,COLORADO RIVER # 8 - TROUBLESOME CR to WILLIAMS FK,Colorado,"From Kremmling, head E on Hwy 40 approx 5.36 miles to CR39.  Go S approx .77 miles to bridge over Colorado River.  Sample from bridge.  ",Biological,CR4815,CO,,1N,79W,Colorado,NWNW,A3,Junction Butte,Upper Colorado,14010001,S Rockies Low to Middle Elevation Semi-Desert Shru,7354,Upper Colorado (Source to Eagle conf),-106.2901,40.0547,,,389961.147,4434622.394,Grand,Colorado,Troublesome,13N,No,,No,Aq. Index > 200m
DOW WR,CPW - WR (405),Chipeta,508,NonActive,COGUUN03F,UNCOMPAHGRE R #2 - HWY 90 BRIDGE to SOUTH CANAL,Uncompahgre,"From town of Montrose, travel south approx 2.1 mi on US Hwy 550 to bridge over Uncompahgre River.  Station is just west of bridge.",Chemical,GU0022,GU,V-11,48N,9W,Uncompahgre,SWSE,D7,Montrose East,Uncompahgre,14020006,CO Plateaus Saltdeserts,5924,Uncompahgre,-107.8670476,38.43642452,,,249756,4258133,Montrose,Colorado,Montrose,13N,No,,No,3/18/16 - BS moved fr WBID COGUUN03A.
BigT,Bill Reed MS (191),First St,509,NonActive,COSPBT03,"THOMPSON R, BIG #2 - LOVELAND to DAM STORE",Big Thompson,"From downtown Loveland, travel west on US hwy 34 to Taft Ave; turn south, continue approx 1 mi to 1st St.  Turn east and travel about 1/3 mi to bridge crossing Big Thompson; sample 50 m downstream from bridge.",Chemical,SP1177,SP,F-33,5N,69W,Big Thompson,,D1,Loveland,Big Thompson,10190006,W High Plains Flat to Rolling Cropland,4970,Big Thompson,-105.0876529,40.39261669,,,492561,4471339,Larimer,Colorado,Loveland,13N,No,,No,3/21/15 - BS moved fr WBID COSPBT03.
RiverWatch,Coldharbour Institute (474),Blw Cochetopa Cr,510,NonActive,COGUUG18B,TOMICHI CREEK #1 - GUNNISON R to COCHETOPA CR,Tomichi Cr,"On Cold Harbor Ranch outside of Gunnison, directly west from Hwy 114 crossing , sample after the first meander ends","Biological, Chemical, Physical",,GU,,49N,2E,Tomichi Cr,SESE,E7,Signal Peak,Gunnison,14020003,S Rockies Cool and Moist Forests of the Middle to,7818,Gunnison Tribs,-106.788997,38.519682,,,344040,4264994,Gunnison,Colorado,Gunnison,13N,No,,No,"In Cold Harbor Ranch property east end, sample after first meander from where the creek crosses Hwy 114.  3/13/20 - BS completed metadata after moving from 38.519475,-106.788758 to put on Tomichi Cr."
RiverWatch,Ft Collins HS (199),Lemay,511,NonActive,COSPCP11,POUDRE RIVER #1B - I-25 to N FK POUDRE,Poudre,"From intersection of I-25 & state hwy 14 near city of Ft Collins, travel 3 mi west on 14 (Mulberry St) to Lemay Ave.  Turning left onto Lemay, you will immediately cross a bridge over the Poudre River.  Station is approx 100m east of bridge, and is on the south bank.",Chemical,SP1103,SP,E-33,7N,68W,Poudre,,E1,Fort Collins,Cache La Poudre,10190007,W High Plains Flat to Rolling Cropland,4925,Poudre,-105.0578025,40.58005058,,,495108,4492142,Larimer,Colorado,Fort Collins,13N,No,,No,Aq. Index > 200m
RiverWatch,Blevins JHS (192),Lions Park,512,NonActive,COSPCP10B,POUDRE RIVER #1B - I-25 to N FK POUDRE,Poudre,"From intersection of I-25 & state hwy 14 (Mulberry St) near city of Ft Collins, travel 7 mi west on Mulberry St to Overland Trail Rd.  Turn right and follow Overland Tr Rd approx 3 mi, then turn left into Lyons Park.  Station is on Cache La Poudre River, next to parking lot.",Chemical,SP1102,SP,E-32,8N,69W,Poudre,,E2,Horsetooth Reservoir,Cache La Poudre,10190007,W High Plains Flat to Rolling Cropland,5040,Poudre,-105.1402689,40.62180802,,,488136,4496785,Larimer,Colorado,Fort Collins,13N,No,,No,
RiverWatch,Blevins JHS (192),Rolland Moore Pk,513,NonActive,COSPCP13A,"SPRING CREEK - POUDRE R #1, in Ft Collins",Spring Cr,"From intersection of I-25 & state hwy 14 (Mulberry St) near city of Ft Collins, travel 5 mi west on Mulberry St to Shields St.  Turn left and continue approx 1.5 mi, then turn right into Rolland Moore Park.  Proceed to parking lot at end of road; station is next to parking lot, on Spring Creek.",Chemical,SP7536,SP,E-33,7N,69W,Spring Cr,,E1,Fort Collins,Cache La Poudre,10190007,W High Plains Flat to Rolling Cropland,5040,Poudre,-105.1023705,40.55623615,,,491333,4489502,Larimer,Colorado,Fort Collins,13N,No,,No,"5/28/13 - BS chg'd WBID from COSPCP11.
Aq. Index > 200m"
,Groundwork Denver (182),E of Federal Blvd,514,Active,COSPBE02,BEAR CREEK #1 - S PLATTE R to BEAR CRK RES,Bear Cr,"Fr Hwy 285 in Denver, go S on Federal Blvd to bridge over Bear Cr.  Sample on downstream side.","Biological, Chemical, Physical",SP6384,SP,,5S,68W,Bear Cr,NENW,F1,Ft. Logan,Upper South Platte,10190002,W High Plains Flat to Rolling Cropland,5292,Upper S Platte (Source to Waterton Canyon),-105.0249,39.6504,,,497860,4388961,Arapahoe,Colorado,Sheridan,13N,No,,No,Aq. Index > 200m
RiverWatch,San Juan Mountain School (484),Yamaguchi,515,Active,COSJSJ06B,SAN JUAN RIVER #1 - NAVAJO RES to PAGOSA SPRINGS,San Juan,"In Pagosa Springs, from the intersection of Hwy 160 and Hot Springs Blvd, travel south on Hot Springs Blvd. Turn West (right) on Apache st. After crossing the bridge, turn south (left on S 5th st. Park at Yamaguchi Park. Walk to the NW corner of the park. Sample upstream of the man-made wave feature.","Biological, Chemical, Physical",,SJ,,35N,2W,San Juan,,,,San Juan,14080101,Sedimentary Mid-Elevation Forests,7037,San Juan,-107.01123,37.25696,,,321643,4125270,Archuleta,Colorado,Pagosa Springs,13N,No,,No,New for 2021
RiverWatch,Cripple Creek-Victor HS (195),Abv Conf Fourmile Cr,516,NonActive,COARUA21B,"CRIPPLE CREEK - FOURMILE CR #3, SW/Cripple Crk",Cripple Cr,"From the south end of the town Cripple Cr, travel south 1/4 mi on state hwy 67 to Shelf Rd (county Rd 88), turn right.  Travel south approx 7 mi; station is 50 ft upstream from Chapman Ranch fence, on Cripple Cr.",Chemical,AR2062,AK,T-32,16S,70W,Cripple Cr,SENE,F2,Cripple Creek South,Upper Arkansas,11020002,S Rockies Warm and Dry Forests of the Middle to Lo,6920,Upper Arkansas (Source to Pueblo Res),-105.2226778,38.66745247,,,480628,4279898,Teller,Colorado,Cripple Creek,13N,No,,No,
RiverWatch,Denver School of Science and Technology (379),Runway Tunnels,517,NonActive,COSPUS16I,"SAND CREEK - S PLATTE R #8, @ Commerce City",Sand Cr,"In Denver, take I-70 to Havana. Head South on Havana to first stop sign. Turn right and continue to dead end. Turn to left past the gate. The sample is collected about 30 yards east of bridge.",Sandy Substrate,,SP,,3S,67W,Sand Cr,NWNE,G8,Commerce City,Upper South Platte,10190003,W High Plains Flat to Rolling Cropland,5260,"S Platte Tribs not in list,N Platte Main and Tribs",-104.8773,39.7679,,,510513,4401999,Denver,Colorado,Denver,13N,No,,No,5/19/15 - BS moved from 510387/4401997 to put on water east of bridge.
RiverWatch,Northeast Early College (485),Peoria Br,518,Active,COSPUS16I,"SAND CREEK - S PLATTE R #8, @ Commerce City",Sand Cr,"To reach station from within the city of Aurora, travel north on Peoria St. to the Sand Cr. Park turnoff (A right turn at the 2400 block.)  Park and walk on path down hill to Sand Cr.",Sandy Substrate,SP1129,SP,K-35,3S,67W,Sand Cr,,G7,Sable,Upper South Platte,10190003,W High Plains Flat to Rolling Cropland,5305,"S Platte Tribs not in list,N Platte Main and Tribs",-104.8467464,39.7566631,,,513128,4400761,Adams,Colorado,Aurora,13N,No,,No,AQ Index <400 Feet
RiverWatch,Grand Jct HS (209),Kannah Cr,519,NonActive,COGULG04B,"KANNAH CREEK - GUNNISON R #1, SE/Whitewater",Kannah Cr,,Chemical,GU0032,GU,,,,Kannah Cr,SWSW,H4,Whitewater,Lower Gunnison,14020005,CO Plateaus Saltdeserts,4700,Gunnison Tribs,-108.3953512,38.93277131,,,205676,4314800,Mesa,Colorado,Grand Junction,13N,No,,No,"only one sample
Aq. Index > 200m"
CNRA,Currecanti NRA (225),Powderhorn,520,NonActive,COGUUG29B,CEBOLLA CREEK #2 - POWDERHORN to MILL CR,Cebolla Cr,"From junction of US hwy 50 & state hwy 149 at east end of Blue Mesa Reservoir, travel south on 149 approx 12 mi to county Road 27.  Turn left and proceed to old Youman's Store, turn right and cross bridge.  Station is south of bridge.",Chemical,GU0023,GU,W-17,46N,2W,Cebolla Cr,NENE,C1,Powderhorn,Upper Gunnison,14020002,CO Plateaus Desert Shrublands,8070,Gunnison Tribs,-107.0970207,38.27570816,,,316569,4238486,Gunnison,Colorado,Gunnison,13N,No,,No,3/17/15 - BS moved fr COGUUG26.
CNRA,Currecanti NRA (225),Red Cr,521,NonActive,COGUUG29B,"GUNNISON R, LAKE FK #2 - GATEVIEW to LK SAN CRISTOBAL",Lk Fk Gunnison,"From junction of US hwy 50 & state hwy 149 at east end of Blue Mesa Reservoir, travel south on 149 approx 20.2 mi to dirt road on the right (just beyond Gateview).  Follow dirt road 3/4 mi to gaging station.",Chemical,GU3262,GU,W-16,47N,3W,Lk Fk Gunnison,NESE,C2,Gateview,Upper Gunnison,14020002,CO Plateaus Desert Shrublands,7840,Gunnison Tribs,-107.2299076,38.29895577,,,305006,4241338,Gunnison,Colorado,Gunnison,13N,Yes,,No,"AQ Index <400 Feet
3/17/16 - BS moved fr WBID COGUUG29A."
RiverWatch,Ricks Center for Gifted (335),Harvard G,522,NonActive,COSPUS16C,SOUTH PLATTE R # 8 - BEAR CR to HENDERSON,Harvard G,Take I-25 (N or S) to University (N or S) to Evans Avenue approximately 1 mile to Logan Street. Go south on Logan approximately .5 mile and park in front of Rosedale Community Gardens. The sampling site is on the east side of Logan. ,Sandy Substrate,,SP,,4S,68W,Harvard G,SENE,F8,Englewood,Upper South Platte,10190002,W High Plains Flat to Rolling Cropland,5302,"S Platte Tribs not in list,N Platte Main and Tribs",-104.9825,39.6719,,,501502,4391348,Denver,Colorado,Denver,13N,No,,No,5/2/12 - Coord updt by BS. 6/4/12 - Updt HUC per WQCD.
AnimasNUT,St Columba MS (222),Gateway,523,NonActive,COSJAF05A,ANIMAS RIVER #2 - DURANGO to BAKERS BRIDGE,Animas,"From junction of US Hwys 160 & 550 within the town Durango, travel east on 160/550 to 5th Ave.  Turn right and continue approx 6 blks to Gateway Park; station is on Animas River within park.",Chemical,GU0023,SJ,EE-10,35N,9W,Animas,NWNW,C8,Durango West,"Animas, Florida",14080104,NM AZ Shrublands,6465,Animas,-107.8806,37.2616,,,244547,4127780,La Plata,Colorado,Durango,13N,No,,No,3/20/14 - BS moved fr 4127805/244589 to put on water.
RiverWatch,South Valley MS (190),Hwy 66,524,NonActive,COSPMS01A,SOUTH PLATTE R # 9 - HENDERSON to ST VRAIN CR,S Platte,"From junction of US Hwy 85 & state hwy 66 in town of Platteville, travel 2 blks west on 66 to Division Ave.  Turn right and proceed about 1 block before turning left into a farmhouse driveway; station is on S Platte River, approx 0.15 mi northwest of farmhouse.",Sandy Substrate,SP1130,SP,H-35,3N,66W,S Platte,SWNW,B7,Platteville,Lower South Platte,10190003,W High Plains Flat to Rolling Cropland,4800,Lower S Platte (blw Brighton),-104.8275,40.2078,,,514679,4450833,Weld,Colorado,Platteville,13N,No,,No,5/30/13 - BS moved fr WBID COSPLS01.  3/9/16 - BS moved fr 514685.05/4450727.12 to better match Desc.
RiverWatch,Vail Mtn Sch (223),Gauging Station,525,NonActive,COUCEA06,"BOOTH CREEK - GORE CR, EAGLE R, NE of Vail",Booth Cr,"Depart from I-70 in the town of Vail at Exit 180, and head west on N Frontage Rd.  After approx 2/3 mi, turn right onto Katsos Ranch Rd and proceed to Vail Mtn Sch.  Sample at gaging station across street from school parking lot.",Chemical,CR0092,CO,L-23,5S,80W,Booth Cr,SWNW,F3,Vail East,Eagle,14010003,S Rockies Warm and Dry Forests of the Middle to Lo,8413,Eagle,-106.3216532,39.65041977,,,386609,4389793,Eagle,Colorado,Vail,13N,Yes,,No,
RiverWatch,Vail Mtn Sch (223),Bike Path Br,526,NonActive,COUCEA08,GORE CREEK #1 - EAGLE R #3 to BLACK GORE CR,Gore Cr,"Take the east Vail exit and proceed West on Frontage road approx. 1.3 miles. After passing under the hwy, take ist left and then turn right at the first intersection and park in the culdesac. Proceed 100 meters to Gore Creek.",Chemical,CR0263,CO,,,,Gore Cr,,F3,Vail East,Eagle,14010003,S Rockies Warm and Dry Forests of the Middle to Lo,7700,Eagle,-106.365166,39.63874417,,,382856,4388553,Eagle,Colorado,Vail,13N,No,,No,
